"userid","arrTime","dbu","dbs","userLabel1","userLabel2","userLabel3","userLabel4","userLabel5","userHis1","userHis2","userHis3","userHis4","userHis5","neiRec1","neiRec2","shopHis1","shopHis2","simbu1","simbu2","simbu3","simbu4","simbu5","neiNum","class","isNotAppear","isSameUser","userDate1","userDate2","userDate3","neiDate1","neiDate2","neiDate3","dateDiff1","dateDiff2","dateDiff3","duraDiff","user_dur","trace_dur","label","shopid"
7449,20140812100124,0.0323253847618199,0.0360405802394981,2,6,0,1,5,0,0,0,0,0,2,0.25,2,1,0,0,0,0,0,8,8,1,0,2,10,1,2,10,1,0,0,0,13,23,36,0,7350
7449,20140812100124,0.0445751197418494,0.0457272583914689,2,6,0,1,5,0,0,0,0,0,1,0.125,0,0,1,4,1,1,1,8,6,1,0,2,10,1,2,10,1,0,0,0,10,23,33,0,4998
7449,20140812100124,0.0434185550772977,0.0459777949123306,2,6,0,1,5,0,0,0,0,0,1,0.125,0,0,0,5,1,1,2,8,1,1,0,2,10,1,2,10,1,0,0,0,11,23,34,0,9290
7449,20140812100124,0.0458105282658891,0.0472885684706157,2,6,0,1,5,0,0,0,0,0,1,0.125,0,0,0,5,1,1,2,8,1,1,0,2,10,1,2,10,1,0,0,0,1,23,24,0,9047
7449,20140812100124,0.045811117646264,0.0539667661436181,2,6,0,1,5,0,0,0,0,0,1,0.125,0,0,0,5,1,1,2,8,1,1,0,2,10,1,2,10,1,0,0,0,0,23,23,0,9140
7449,20140812100124,0.0453068648220094,0.0598921336821498,2,6,0,1,5,0,0,0,0,0,1,0.125,0,0,1,3,0,0,4,8,6,1,0,2,10,1,2,10,1,0,0,0,4,23,19,0,3783
7449,20140812100124,0.0552059530847872,0.0675487796484884,2,6,0,1,5,0,0,0,0,0,1,0.125,1,1,0,0,0,0,0,8,6,1,0,2,10,1,2,10,1,0,0,0,9,23,32,0,3830
968,20140812100138,0.178020746802171,0.0327222757307582,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,2,1,1,2,3,6,1,0,2,10,1,2,10,1,0,0,0,1,34,33,0,3118
968,20140812100138,0.190177551251447,0.196677165906469,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,2,1,1,2,3,6,1,0,2,10,1,2,10,1,0,0,0,4,34,30,0,4306
968,20140812100138,0.203353078412891,0.264197499384458,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,1,0,1,2,3,1,1,0,2,10,1,2,10,1,0,0,0,10,34,24,0,10444
1752,20140812100240,0.0804034825116455,0.0846009834753791,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,1,1,0,2,10,1,2,10,1,0,0,0,15,32,17,0,9051
1752,20140812100240,0.0244902747228356,0.0873580135877603,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,1,3,0,0,4,5,6,1,0,2,10,1,2,10,1,0,0,0,8,32,40,0,4895
1752,20140812100240,0.0945469784234258,0.106833501061236,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,3,1,1,3,5,6,1,0,2,10,1,2,10,1,0,0,0,5,32,37,0,4861
1752,20140812100240,0.0838123071153615,0.11962785640895,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,1,3,0,0,4,5,6,1,0,2,10,1,2,10,1,0,0,0,4,32,36,0,3790
1752,20140812100240,0.0848953597082965,0.131606201863748,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,4,0,0,0,5,8,1,0,2,10,1,2,10,1,0,0,0,2,32,34,0,7950
4424,20140812100445,0.134460189929947,0.202109262078699,2,1,1,2,7,0,0,0,0,0,1,0.5,0,0,1,2,1,1,2,2,6,1,0,2,10,1,2,10,1,0,0,0,14,26,40,0,4895
4424,20140812100445,0.188476910522217,0.203641586187594,2,1,1,2,7,0,0,0,0,0,1,0.5,0,0,0,0,0,0,5,2,1,1,0,2,10,1,2,10,1,0,0,0,7,26,33,0,10495
3949,20140812100610,0.130770582276753,0.0170018825134223,2,2,0,1,5,0,0,0,0,0,1,0.333333333333333,0,0,0,1,1,1,3,3,1,1,0,2,10,1,2,10,1,0,0,0,3,36,33,0,11934
3949,20140812100610,0.0172881722573583,0.0285542157482916,2,2,0,1,5,0,0,0,0,0,2,0.666666666666667,1,0.5,0,0,0,0,0,3,6,1,0,2,10,1,2,10,1,0,0,0,0,36,36,0,7155
7068,20140812100737,0.0151503346827719,0.0248729412213358,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,4,0,1,1,3,6,1,0,2,10,1,2,10,1,0,0,0,9,23,32,0,3830
7068,20140812100737,0.0399138225305394,0.0274437610031896,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,1,3,8,1,0,2,10,1,2,10,1,0,0,0,11,23,34,0,7950
7068,20140812100737,0.076436871789738,0.126196270261843,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,1,1,1,2,3,8,1,0,2,10,1,2,10,1,0,0,0,14,23,37,0,26
3209,20140812101140,0.00590150667202591,0.0118389757158332,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,1,2,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,4,23,19,0,3783
3209,20140812101140,0.0158398743997536,0.023220133440615,2,1,1,2,7,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,1,1,0,2,10,1,2,10,1,0,0,0,7,23,30,0,9230
3209,20140812101140,0.0237809788276218,0.0238331183230367,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,1,1,0,1,2,5,1,1,0,2,10,1,2,10,1,0,0,0,11,23,34,0,9194
3209,20140812101140,0.0313309615077439,0.0243678856284218,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,1,2,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,13,23,36,0,3790
3209,20140812101140,0.0213703913160272,0.0295318161480153,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,9,23,32,0,3830
5852,20140812101359,0.0229373080373491,0.0332034482094851,2,1,1,2,2,0,0,0,0,0,2,1,1,0.5,0,0,0,0,0,2,1,1,0,2,10,1,2,10,1,0,0,0,8,30,22,0,9467
7947,20140812101432,0.0995293756435728,0.178975138566789,2,1,0,1,5,0,0,0,0,0,2,0.666666666666667,0,0,1,1,0,0,0,3,1,1,0,2,10,1,2,10,1,0,0,0,0,23,23,0,11425
7947,20140812101432,0.0961015594878611,0.2279450154511,2,1,0,1,5,0,0,0,0,0,1,0.333333333333333,0,0,0,5,0,0,0,3,1,1,0,2,10,1,2,10,1,0,0,0,13,23,36,0,11402
6055,20140812101758,0.00890690428824226,0.00945988583441112,2,1,1,2,7,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,1,1,0,2,10,1,2,10,1,0,0,0,10,33,23,0,11892
6055,20140812101758,0.0450955951729254,0.0109478496975399,2,1,1,2,7,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,6,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,6662
6055,20140812101758,0.0196885790244059,0.0284643130955258,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,0,1,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,11,33,22,0,7095
6055,20140812101758,0.0196885790244059,0.0330000212878743,2,1,1,2,7,0,0,0,0,0,2,0.4,1,0.5,0,1,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,7155
781,20140812100114,0.0944071151979568,0.106434080679075,3,3,0,1,9,0,0,0,0,0,1,0.333333333333333,0,0,1,3,0,0,4,3,6,1,0,2,10,1,2,10,1,0,0,0,0,30,30,0,3452
781,20140812100114,0.0920530770805625,0.110172174526961,3,3,0,1,9,0,0,0,0,0,2,0.666666666666667,1,0.5,1,2,1,1,2,3,6,1,0,2,10,1,2,10,1,0,0,0,4,30,34,0,3416
3277,20140812100127,0.158098034446978,0.162714054097974,2,1,1,1,6,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,8,1,0,2,10,1,2,10,1,0,0,0,14,37,23,0,7942
4619,20140812100128,0.252763726877496,0.254587913391431,2,1,0,1,5,0,0,0,0,0,1,0.5,0,0,0,0,1,1,2,2,1,1,0,2,10,1,2,10,1,0,0,0,1,33,34,0,9599
4619,20140812100128,0.25837701215278,0.267990119705937,2,1,0,1,5,0,0,0,0,0,1,0.5,0,0,0,2,1,1,3,2,3,1,0,2,10,1,2,10,1,0,0,0,4,33,37,0,9553
968,20140812100138,0.178020746802171,0.0327222757307582,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,2,1,1,2,3,6,1,0,2,10,1,2,10,1,0,0,0,1,34,33,0,3118
968,20140812100138,0.190177551251447,0.196677165906469,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,2,1,1,2,3,6,1,0,2,10,1,2,10,1,0,0,0,4,34,30,0,4306
968,20140812100138,0.203353078412891,0.264197499384458,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,1,1,0,1,2,3,1,1,0,2,10,1,2,10,1,0,0,0,10,34,24,0,10444
405,20140812100230,0.0237733188469706,0.0254123372006469,3,3,0,1,9,0,0,0,0,0,1,0.142857142857143,0,0,1,2,1,1,2,7,6,1,0,2,10,1,2,10,1,0,0,0,3,36,33,0,7068
405,20140812100230,0.0213665445264423,0.0256646129914238,3,3,0,1,9,0,0,0,0,0,1,0.142857142857143,0,0,1,2,1,1,2,7,6,1,0,2,10,1,2,10,1,0,0,0,0,36,36,0,6662
405,20140812100230,0.01860204088266,0.0259643984717444,3,3,0,1,9,0,0,0,0,0,1,0.142857142857143,0,0,1,3,0,0,4,7,6,1,0,2,10,1,2,10,1,0,0,0,3,36,33,0,7163
405,20140812100230,0.0307042870133691,0.0313493715566974,3,3,0,1,9,0,0,0,0,0,1,0.142857142857143,0,0,1,2,1,1,2,7,1,1,0,2,10,1,2,10,1,0,0,0,13,36,23,0,11892
405,20140812100230,0.0422647775931689,0.050198040529482,3,3,0,1,9,0,0,0,0,0,1,0.142857142857143,0,0,1,1,0,0,4,7,6,1,0,2,10,1,2,10,1,0,0,0,14,36,22,0,7095
405,20140812100230,0.0422647775931689,0.0548923724391605,3,3,0,1,9,0,0,0,0,0,2,0.285714285714286,0,0,1,1,0,0,4,7,6,1,0,2,10,1,2,10,1,0,0,0,0,36,36,0,7155
2621,20140812100237,0.176555648451132,0.184142083340554,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,1,1,0,0,0,0,0,3,6,1,0,2,10,1,2,10,1,0,0,0,4,34,30,0,5544
2621,20140812100237,0.142428035512677,0.196156344544346,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,5,3,1,1,0,2,10,1,2,10,1,0,0,0,8,34,26,0,10746
2621,20140812100237,0.199382753958307,0.227794332124403,2,1,1,2,7,0,0,0,0,0,1,0.333333333333333,1,1,0,0,0,0,0,3,6,1,0,2,10,1,2,10,1,0,0,0,4,34,30,0,5303
4976,20140812100514,0.130334337106535,0.130856803281306,2,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,0,2,10,1,2,10,1,0,0,0,10,33,23,0,11892
5971,20140812100549,0,0.0334610615641484,2,1,1,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,2,10,1,2,10,1,0,0,0,10,34,24,1,11282
3949,20140812100610,0.0172881722573583,0.0285542157482916,2,2,0,1,5,0,0,0,0,0,2,1,1,0.5,0,0,0,0,0,2,6,1,0,2,10,1,2,10,1,0,0,0,0,36,36,0,7155
7068,20140812100737,0.0151503346827719,0.0248729412213358,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,4,0,1,1,3,6,1,0,2,10,1,2,10,1,0,0,0,9,23,32,0,3830
7068,20140812100737,0.0399138225305394,0.0274437610031896,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,1,1,3,8,1,0,2,10,1,2,10,1,0,0,0,11,23,34,0,7950
7068,20140812100737,0.234242419952064,0.238954864880379,2,2,0,2,4,0,0,0,0,0,1,0.333333333333333,0,0,0,1,0,1,1,3,8,1,0,2,10,1,2,10,1,0,0,0,0,23,23,0,7942
6745,20140812100740,0.0277747991711881,0.0294846463265255,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,0,0,0,5,1,1,2,6,6,1,0,2,10,1,2,10,1,0,0,0,17,17,34,0,4987
6745,20140812100740,0.025800499394392,0.0343809143130325,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,0,0,0,2,0,0,1,6,6,1,0,2,10,1,2,10,1,0,0,0,20,17,37,0,4861
6745,20140812100740,0.0294850623197557,0.0392336559219227,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,0,0,1,2,1,1,2,6,6,1,0,2,10,1,2,10,1,0,0,0,2,17,19,0,3783
6745,20140812100740,0.0393438499514226,0.0394598828432052,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,0,0,1,1,0,1,2,6,1,1,0,2,10,1,2,10,1,0,0,0,17,17,34,0,9194
6745,20140812100740,0.0365632192236907,0.0414679313445983,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,1,1,0,0,0,0,0,6,1,1,0,2,10,1,2,10,1,0,0,0,13,17,30,0,9230
6745,20140812100740,0.00571536385543012,0.0437788728612307,2,1,1,2,7,0,0,0,0,0,1,0.166666666666667,0,0,1,2,1,1,2,6,6,1,0,2,10,1,2,10,1,0,0,0,19,17,36,0,3790
867,20140812101004,1.41421356282199e-05,0.00905895291962685,2,1,1,2,7,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,1,1,0,2,10,1,2,10,1,0,0,0,1,24,23,0,9140
867,20140812101004,0.0140440890057005,0.0245738212738713,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,8,24,32,0,3830
867,20140812101004,0.205914599045331,0.217600987398959,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,0,0,0,0,5,5,1,1,0,2,10,1,2,10,1,0,0,0,12,24,36,0,9332
867,20140812101004,0.213104654102161,0.408103580416789,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,1,1,0,1,2,5,1,1,0,2,10,1,2,10,1,0,0,0,8,24,32,0,11425
867,20140812101004,0.13739615860715,0.456784775517972,2,1,1,2,7,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,1,1,0,2,10,1,2,10,1,0,0,0,12,24,36,0,11402
1334,20140812101407,0.13614449858882,0.143198271724908,2,6,0,1,5,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,8,1,0,2,10,1,2,10,1,0,0,0,10,33,23,0,18
1334,20140812101407,0.15208914055909,0.158392058841353,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,2,33,31,0,1930
1334,20140812101407,0.146268205704452,0.162839008622014,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,5,1,1,2,5,6,1,0,2,10,1,2,10,1,0,0,0,1,33,34,0,1887
1334,20140812101407,0.129768612418419,0.189768769382641,2,6,0,1,5,0,0,0,0,0,1,0.2,1,0.5,0,0,0,0,0,5,1,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,9011
1334,20140812101407,0.107282025521532,0.215385670930082,2,6,0,1,5,0,0,0,0,0,1,0.2,0,0,0,5,0,0,0,5,8,1,0,2,10,1,2,10,1,0,0,0,3,33,30,0,7982
4837,20140812101410,0.0114284692325798,0.00227116027615718,2,1,1,2,7,0,0,0,0,0,1,0.25,0,0,0,2,0,0,1,4,6,1,0,2,10,1,2,10,1,0,0,0,4,33,37,0,4861
4837,20140812101410,0.204949717003948,0.21557768877368,2,1,1,2,7,0,0,0,0,0,1,0.25,0,0,0,0,0,0,5,4,1,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,9332
4837,20140812101410,0.210327758034932,0.399203840373562,2,1,1,2,7,0,0,0,0,0,1,0.25,0,0,1,1,0,1,2,4,1,1,0,2,10,1,2,10,1,0,0,0,1,33,32,0,11425
4837,20140812101410,0.131862514006069,0.446916100677747,2,1,1,2,7,0,0,0,0,0,1,0.25,0,0,0,5,1,1,2,4,1,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,11402
6400,20140812101528,0.0492615428097763,0.0505767450514523,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,2,3,1,1,4,6,6,1,0,2,10,1,2,10,1,0,0,0,4,37,33,0,4998
6400,20140812101528,0.0513236224461929,0.0556934291366578,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,1,4,1,1,1,6,6,1,0,2,10,1,2,10,1,0,0,0,14,37,23,0,3789
6400,20140812101528,0.0605793447389413,0.0621787152408289,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,1,1,0,0,3,6,6,1,0,2,10,1,2,10,1,0,0,0,3,37,34,0,4987
6400,20140812101528,0.045893229348123,0.0627319600921239,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,0,2,0,0,1,6,6,1,0,2,10,1,2,10,1,0,0,0,18,37,19,0,3783
6400,20140812101528,0.0474269778079895,0.0736647878500926,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,0,2,0,0,1,6,6,1,0,2,10,1,2,10,1,0,0,0,1,37,36,0,3790
6400,20140812101528,0.0671174972417707,0.078530757617632,3,5,0,1,8,0,0,0,0,0,1,0.166666666666667,0,0,1,1,0,0,3,6,6,1,0,2,10,1,2,10,1,0,0,0,5,37,32,0,3830
5817,20140812101814,0.0890300368471307,0.0895051318361175,3,3,0,1,9,0,0,0,0,0,1,0.2,0,0,1,2,1,1,7,5,1,1,0,2,10,1,2,10,1,0,0,0,6,40,34,0,9060
5817,20140812101814,0.0890300368471307,0.0911582052532927,3,3,0,1,9,0,0,0,0,0,1,0.2,0,0,1,2,1,1,2,5,1,1,0,2,10,1,2,10,1,0,0,0,6,40,34,0,9290
5817,20140812101814,0.0908821482415597,0.0924563987239519,3,3,0,1,9,0,0,0,0,0,1,0.2,0,0,1,3,0,0,4,5,6,1,0,2,10,1,2,10,1,0,0,0,6,40,34,0,4987
5817,20140812101814,0.0831399826858344,0.0948730143138815,3,3,0,1,9,0,0,0,0,0,1,0.2,0,0,1,0,1,1,1,5,6,1,0,2,10,1,2,10,1,0,0,0,3,40,37,0,4861
5817,20140812101814,0.0685040115905662,0.106546846621574,3,3,0,1,9,0,0,0,0,0,1,0.2,1,1,0,0,0,0,0,5,6,1,0,2,10,1,2,10,1,0,0,0,4,40,36,0,3790
6249,20140812100532,0.00433968904415935,0.00643270464113407,1,2,1,2,4,0,0,0,0,0,1,0.25,0,0,1,1,0,0,3,4,6,1,0,2,10,1,2,10,1,0,0,0,10,33,23,0,3789
6249,20140812100532,0.00676932049765088,0.0153296606942249,1,2,1,2,4,0,0,0,0,0,1,0.25,0,0,2,1,1,1,5,4,6,1,0,2,10,1,2,10,1,0,0,0,14,33,19,0,3783
6249,20140812100532,0.0339681154025317,0.0281766600043325,1,2,1,2,4,0,0,0,0,0,1,0.25,0,0,2,1,1,1,5,4,6,1,0,2,10,1,2,10,1,0,0,0,3,33,36,0,3790
6249,20140812100532,0.0203492927641249,0.0299908821477482,1,2,1,2,4,0,0,0,0,0,1,0.25,0,0,1,4,1,1,1,4,6,1,0,2,10,1,2,10,1,0,0,0,1,33,32,0,3830
5498,20140812100729,0,0.00332128288466927,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,5,6,1,1,0,2,10,1,2,10,1,0,0,0,0,34,34,0,9290
5498,20140812100729,0.0296309244540181,0.0297096433670898,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,0,0,1,1,0,1,3,6,1,1,0,2,10,1,2,10,1,0,0,0,0,34,34,0,9194
5498,20140812100729,0.022330222233552,0.0298499387771552,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,0,0,0,0,0,0,5,6,1,1,0,2,10,1,2,10,1,0,0,0,4,34,30,0,9230
5498,20140812100729,0.22237113262516,0.233547430219217,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,1,1,0,0,0,0,0,6,1,1,0,2,10,1,2,10,1,0,0,0,2,34,36,0,9332
5498,20140812100729,0.22859179190207,0.420704214281243,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,0,0,1,1,0,1,3,6,1,1,0,2,10,1,2,10,1,0,0,0,2,34,32,0,11425
5498,20140812100729,0.150436483357594,0.4688709701613,2,1,1,2,2,0,0,0,0,0,1,0.166666666666667,0,0,0,5,1,1,3,6,1,1,0,2,10,1,2,10,1,0,0,0,2,34,36,0,11402
7068,20140812100737,0.0151503346827719,0.0248729412213358,2,2,0,2,4,0,0,0,0,0,1,0.25,0,0,0,4,0,1,1,4,6,1,0,2,10,1,2,10,1,0,0,0,9,23,32,0,3830
